,Unnamed: 0,Name,City,MinSalary,MaxSalary,Company,Date,Expirience,Employment,WorkSchedule,Descriptions,Duties,Requiremenst,Terms,KeySkills,Day_from_pars
958,958,Project manager,Москва,102990.0,124346.0,Инфосистемы Джет,2020-10-19T13:12:17+0300,От 3 до 6 лет,Полная занятость,Полный день,"  Компания «Инфосистемы Джет»  – один из крупнейших системных интеграторов в России и странах СНГ (входит в топ-15 крупнейших IT-компаний России, топ-5 компаний-поставщиков ИБ). Основные направления деятельности: информационная безопасность, бизнес-решения и программные разработки, ИТ- и телекоммуникационная инфраструктура, аутсорсинг и техническая поддержка. ","   Планирование и контроль сроков, ресурсов проектов;   Управление проектной командой (архитекторы, разработчики, аналитики, инженеры);   Управление изменениями проекта и рисками;   Управление внутренними и внешними коммуникациями проекта.   ","   Опыт работы в качестве менеджера проектов в IT, системной интеграции;   Опыт успешно реализованных проектов по разработке или доработке интеграционных решений (CRM, ERP, IDM, СЭД и др.);   Владение инструментальными средствами управления проектами (MS Project, Bug tracking системы);   Знание основных методологий по управлению проектами и опыт их применения;   Личностные качества: настойчивость, целеустремленность, коммуникабельность, аналитический склад ума, способность самостоятельно принимать решения;   Высшее образование (техническое - как преимущество).   ",  Обязанности : ,,2
959,959,Project manager,Москва,102990.0,124346.0,Selecty,2020-10-22T22:37:09+0300,От 1 года до 3 лет,Полная занятость,Полный день," Известная компания, лидер рынка объявляет конкурс на вакансию "," ∙ Организация и контроль процесса разработки и тестирования ПО, реализация нужной для компании бизнес-логики; ", ∙ Образование – высшее техническое / IT; , ∙ Работа в развивающейся компании - лидере рынка; , Agile Project Management; Управление проектами; Atlassian Jira; ITIL; CRM; Разработка технических заданий; PMBOK; Linux; MS Project; Постановка задач разработчикам; Информационные технологии; Разработка регламентов; 1С: Управление Торговлей; 1C: Бухгалтерия; 1С: Зарплата и управление персоналом;,2
960,960,Sales manager,Санкт-Петербург,61042.0,132812.0,МТС,2020-10-21T13:36:23+0300,От 1 года до 3 лет,Полная занятость,Полный день," Мы лидеры российского IT-рынка в сфере предоставления облачных услуг. Нам нужен активный, последовательный, технически подкованный менеджер, способный развивать с нуля и контролировать процесс взаимодействия с корпоративными клиентами, а также партнёрами. ",," Опыт работы в проектных продажах на рынке b2b (предпочтение ИТ, телеком); ", Корпоративная мобильная связь; , B2B Продажи; Активные продажи; Управление проектами; CRM;,2
961,961,Project manager,Москва,60000.0,200000.0,Borisbot,2020-10-21T18:55:03+0300,От 1 года до 3 лет,Полная занятость,Удаленная работа, Есть новый иновационный продукт для HR. https://borisbot.com/landing/Hr_bot Нужно донести ценности продукта до клиентов. ,   Поиск клиентов   Прямые продажи продукта   Посроение воронки продаж   Участие запусках рекламных компаний.   Поддержка существующих клиертов. ​​   ,   Наличие базы контактов в HR  (обязательно)    Понимание болей в HR отрасли.   Опыт в b2b продажах (от 2 лет)  (обязательно)    Опыт продажи в IT (как +)   Опыт поспроения отделов продажи (как +)   ,   оклад + большой %   гибкий график работы   удаленная работа   , Прямые продажи; Многозадачность; Пользователь ПК; Поиск и привлечение клиентов; Управление продажами; B2B Продажи;,2
962,962,IT Эксперт,Москва,,180000.0,ГПБ Комплект,2020-10-19T12:02:58+0300,От 1 года до 3 лет,Частичная занятость,Удаленная работа, ,   Редактирование и написание отчетов по предоставленной информации от специалистов IT.   ,"   Опыт редактирования отчетов в сфере закупок IT обязателен;   Грамотная письменная речь;   Высшее или неоконченное высшее образование;   Умение работать в режиме дедлайна;   Хорошие коммуникативные навыки, внимательность, ответственность.   ",   Трудоустройство по ДВОУ;   Удаленная работа;   График работы обсуждается.   , Грамотность; Работа с большим объемом информации; Поиск информации в интернет; Деловая переписка; Деловое общение;,2
963,963,IT Архитектор,Москва,,190000.0,Accenture,2020-10-21T11:37:31+0300,От 3 до 6 лет,Полная занятость,Полный день," Один из важнейших приоритетов Accenture на протяжении всей истории компании –внедрение инноваций, приносящих результат для бизнеса клиентов в промышленных масштабах. ",,,, Информационные технологии; ИТ архитектура; Бизнес-стратегия; ИТ стратегия;,2
964,964,IT Архитектор,Москва,,250000.0,Город Иннополис,2020-10-20T15:51:09+0300,От 3 до 6 лет,Полная занятость,Полный день," Для реализации стратегической программы Сбербанка ""Фабрика Данных’"" приглашаем в команду Архитекторов в г. Иннополис, Казань, Петербург и Москву! ",,"   Экспертный уровень в моделировании данных.   Опыт практического использования инструментов моделирования (Erwin Data modeler, PowerDesigner, Oracle SQL Developer Data Modeler и т.д.).   Знание методологии проектирования и технологии реализации тракта данных ЕСС/ХД на всех его участках (включая интеграцию данных и унификацию НСИ).   Знание подходов, применяемых при проектировании моделей данных систем-источников.   Знание принципов и методик гибкой разработки Agile   Знание банковских процессов, продуктов, предметных областей бухгалтерского учета или риск-менеджмента   Английский язык – на уровне чтения технической документации, ведения деловой переписки.   Желательно:     Английский язык – свободный (общение на технические темы)   SQL – уровень эксперт.   Опыт создания хранилищ данных.   Опыт использования инструментов гибкой разработки: Jira, Confluence, Jenkins, BitBucket 12.   Опыт использования программных платформ Informatica, Ab-Initio, Hadoop (HDFS, Hive, Impala, Spark, HBase, Kafka).   ","  ·  Работа в стабильной компании, ""белая"" заработная плата;  ·  Оформление в соответствии с ТК РФ с первого дня работы, гибкий график;  ·  Расширенный социальный пакет: ДМС (включая стоматологию), корпоративные скидки на посещение фитнес-клубов;  ·  Профессиональное обучение и развитие;  ·  Насыщенная корпоративная жизнь;  ·  Релокационные пакеты при переезде в Москву и Иннополис.  ·  Локация в Москве- Кутузовский пр-кт 32к1  ·  Для кандидатов не из Москвы-быть готовыми к командировкам в Москву, особенно на начальном этапе ", SQL; Atlassian Jira; Организационное проектирование; Моделирование процессов; erWin;,2
965,965,Project manager,Санкт-Петербург,55000.0,103311.0,Виста,2020-10-21T17:31:30+0300,Более 6 лет,Полная занятость,Полный день," Компания ООО ""Виста"" существует на рынке IT в медицине более 20 лет. ", Частые командировки по объектам компании с целью проверки качества решенных задач. ,"   Ответственность , пунктуальность, образование в сфере IT технологий.   Опыт работы аналитиком в софтверной компании в сфере медицины будет оценен дополнительной надбавкой к заработной плате плюс 10% от базовой ставки ЗП   Сдача теста на знание MySQL   ",   Рабочий график с 9-00 до 18-00.   Оформление по ТК.   ,,2
966,966,Sales manager,Москва,60000.0,120000.0,Отус,2020-10-20T11:10:27+0300,От 1 года до 3 лет,Полная занятость,Удаленная работа,  Про нас.  ,,,, Тайм-менеджмент; Грамотная речь; Клиентоориентированность; B2C продажи; Ведение переговоров; Консультативные продажи; Умение работать в команде; Активные продажи; Ориентация на клиента;,2
967,967,Project manager,Санкт-Петербург,83953.0,103311.0,Информконтакт,2020-10-19T17:55:23+0300,От 3 до 6 лет,Полная занятость,Гибкий график,"  ""Информконтакт"" - консалтинговая компания, занимающаяся комплексной автоматизацией крупных предприятий, приглашает в свою команду консультанта по внедрению ИТ (бизнес аналитик).  ","   Участие в проектах по автоматизации предприятий (предметная область управленческий учет, экономика производственных предприятий);   Обследование и документирование бизнес-процессов;   Сбор, анализ, систематизация и документирование требований, управление изменениями требований;   Участие в реализации требований: взаимодействие с командой разработки, тестирование;   Участие в подготовке пользовательской (эксплуатационной) документации, контроль её актуальности и правильности; обучение пользователей;   Работа со специалистами заказчика для уточнения и согласования требований к разрабатываемым решениям, участие в разработке технических заданий и методика испытаний;   Разработка документации для адаптации базового функционала под требования проекта.   ",  Наши ожидания от кандидата:  ,, Управление проектами; MS Project; Бизнес-анализ; Аналитика; Проектная документация; Разработка проектной документации; Разработка технических заданий; СУБД; SQL; Системное мышление;,2
968,968,IT Инженер,Санкт-Петербург,62101.0,200000.0,Кадровое агентство Алексея Сухорукова,2020-10-19T09:48:26+0300,От 1 года до 3 лет,Полная занятость,Удаленная работа," В IT-команду московского подразделения крупного инвестиционного банка, успешно работающего уже более 20-ти лет, нужен инженер технической поддержки. Возможны варианты удаленного сотрудничества или релокации в столицу. ",,,, Python; Linux; Bash; Английский язык; C++;,2
969,969,Sales manager,Санкт-Петербург,40000.0,140000.0,Арпоинт,2020-10-21T18:55:36+0300,Нет опыта,Полная занятость,Полный день, ,"     Обработка тёплых ЛИДов, холодный обзвон, работа по базе компании       Мониторинг рынка       Планирование продаж       Организация презентаций       Ведение переговоров с заказчиками       Эффективное взаимодействие с руководством и менеджером проекта       Подготовка коммерческих предложений совместно с дизайнером     ","     Обязателен опыт успешных продаж на позиции b2b менеджера в IT       Готовность много звонить и много общаться       Навыки проведения переговоров, в том числе на уровне первых лиц компании       Умение работать с возражениями и выявлять потребности клиентов       Стрессоустойчивость, коммуникабельность, настойчивость, амбициозность       Презентабельный внешний вид     ","     Комфортабельный офис в центре города, находится в пешей доступности от м.Лиговский проспект или м.Обводный канал.       Работа из дома не исключена (на время пандемии)       График работы: 5/2 с 10:00 до 19:00     ", Холодные продажи; Ведение переговоров; Проведение презентаций; B2B Продажи; Подготовка коммерческих предложений;,2
970,970,Project manager,Санкт-Петербург,120000.0,103311.0,Екассир,2020-10-19T18:54:38+0300,От 3 до 6 лет,Полная занятость,Полный день,"  Привет, будущий коллега!  ",,,"   Заработная плата в зависимости от квалификации кандидата и уровня задач, которые он способен решить;   Предоставление ДМС после испытательного срока, в том числе для членов семьи по льготной цене, офисный врач;   Возможность прохождения обучения за счёт компании;   Возможность посещения профильных конференций за счёт компании;   Работа в стабильной компании, профессиональная команда, использующая передовые технологии в своей области;   Пятидневка, обязательные часы присутствия в офисе с 12 до 17, возможен индивидуальный гибкий график;   ", MS SQL; ORACLE; MS Project; Постановка задач разработчикам; HTML; Средства криптографической защиты информации;,2
971,971,IT партнёр,Москва,,,Сен-Гобен СНГ,2020-10-19T14:09:44+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,,  От тебя мы ожидаем  :  , Сегодня мы ищем   IT бизнес-партнера   в команду IT. Эта команда обеспечивает безопасную и современную инфраструктуру для ведения бизнеса компании и осуществления быстрых и бесперебойных IT коммуникаций. , Git; Управление проектами; Linux; Scrum; Magento; SQL; Python; PHP; HTML5; Ruby; Администрирование серверов Linux; Unix;,2
972,972,Product manager,Москва,82642.0,136666.0,ITM,2020-10-19T16:49:06+0300,От 1 года до 3 лет,Полная занятость,Полный день,  ITM Group проводит набор на вакансию Старшего специалиста по продукции Intel.  ,"   реализация маркетинговой стратегии Intel на уровне локального производителя/реселлера/дистрибьютора в России;   создание индивидуальной продукт-ориентированной коммуникации с партнерами Intel;   поддержание маркетинговой активности компании и партнеров, включая онлайн формат (поездки, подготовка материалов и пр.);   мониторинг рынка (тренды, клиентские инициативы, активности конкурентов, обзор технических статей);   аналитика (риски, возможности) и подготовка отчетности по позициям компании (продажи);   работа с информацией на английском языке, в том числе адаптация материала для русскоязычной аудитории;   проведение специальных технических тренингов;   осуществление поддержки и сбор обратной связи от партнеров и клиентов.   ","   опыт работы на должности от 3х лет в IT сфере или дистрибьюторе IT продуктов  (hardware - ""железа"") ;    экспертные технические знания специфических продуктов Intel ;   наличие аналогичного опыта желательно, например, Sales Development Manager, Product Marketing Manager;   высокий уровень технических знаний рынков ПК/серверов/интернета вещей;   навыки презентации, умение наладить контакт;   высокая обучаемость, ответственность;   владение английским языком - от Upper-Intermediate;   Microsoft office: Word, Excel и Power Point.   ",, Английский язык; Активные продажи; Проведение презентаций; Подготовка презентаций; Работа в команде;,2
973,973,Backend - developer,Санкт-Петербург,,,AVRIO Group Consulting,2020-10-20T11:47:31+0300,От 1 года до 3 лет,Полная занятость,Гибкий график," Наш Клиент, российский IT start-up, разработчик аутсорсинговой площадки, открывает позицию  «  Backend   Developer»  ","   Проектирование и разработка data-layer для связки RDBMS MS SQLServer (EF Core) и MongoDB   Разработка микросервисов на стеке: .NetCore, AspNetCore, SignalR   Разработка nuget-пакетов для межсервисного использования   Поддержание модульной структуры сервисов   Работа с service-bus (AMQP, акторная модель)   Написание интеграционных и unit-тестов (MSTest), подготовка сценариев интеграционного тестирования   Работа в команде   ","   Высшее техническое образование (желательно)   Знание английского языка на уровне чтения технической документации   Опыт коммерческой разработки от 2-х лет   Опыт работы с БД (SQL и NoSQL)   Опыт разработки на стеке C# + WebAPI (AspNetCore 2.1+), сервисов и библиотек (NetStandard 2.1+)   Знание общепринятых паттернов проектирования приложений, специфики RESTfull, понимание RFC 2616, 7231   Опыт работы c Azure будет плюсом   Уверенное владение Git и понимание Agile-методологии ведения проектов в Jira, Azure DevOps   Хорошие коммуникативные навыки, ответственность, умение работать самостоятельно и в команде   ",   Высокий уровень заработной платы   Возможность гибкого графика работы   Формат работы – офис в Петербурге + удаленка (обсуждается)   Сильная команда разработки и компетентный менеджмент   Современный стек разработки   Регулярный пересмотр ЗП по итогам ассессмента   Возможности для профессионального развития и роста в компании   ,,2
974,974,Project manager,Москва,100000.0,120000.0,Финсервис,2020-10-18T13:33:02+0300,От 1 года до 3 лет,Полная занятость,Гибкий график,  Коротко о нас:  ," Администрирование офисной инфраструктуры: Windows Domain, AD, DNS, DHCP и т.п. "," Техническое образование, предпочтительно в области информационных технологий ", График работы гибкий ,,2
975,975,Project manager,Москва,102990.0,124346.0,КРОК,2020-10-18T17:25:16+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  Компания КРОК, мы - один из лидеров российского рынка информационных технологий и перед нами стоит задача - расти быстрее рынка  !  Ежегодно КРОК реализует более 2000 проектов для финансовых, государственных, промышленных и коммерческих организаций. Среди ключевых наших компетенций: создание интегрированных платформ межгосударственного и межведомственного взаимодействия, разработка ПО и аппаратных решений, мобильных приложений и цифровых платформ, взаимодействие с клиентами, ИТ-поддержка и ИТ-утсорсинг, оптимизация хранения и защита данных, обеспечение омниканального взаимодействия с потребителями, внедрение промышленных решений, создание и эксплуатация инженерной инфраструктуры для зданий и ЦОДов.    Сейчас в Проектный офис нам нужен нацеленный на результат Менеджер, готовый к большому количеству амбициозных задач и готовый расти в своих компетенциях со скоростью роста бизнеса или быстрее. На эту позицию мы рассматриваем Менеджеров с опытом работы на данной позиции от 2-х лет. Предлагаем достойную зарплату + премии. Все вопросы открыто обсуждаем при встрече.  ",,,, Управление проектами; MS Project;,2
976,976,Заместитель руководителя,Москва,115000.0,130000.0,РКК Энергия,2020-10-20T17:11:13+0300,От 3 до 6 лет,Полная занятость,Полный день, ,"   Участие в формировании целей, приоритетов и ограничений в области ИТ.   Участие в разработке ИТ-стратегии.   Организация работы персонала и выделение ресурсов для выполнения задач.   Контроль реализации ИТ-стратегии.   Организация подготовки ПД, смет расходов на реализацию ИТ-стратегии.   Организация договорной работы с поставщиками ИС.   Обеспечение актуализации и разработки стандартов предприятия в области информационного обеспечения.   Составление ТЗ на создание ИС и отдельных подсистем.   Руководство работами по администрированию, установке, настройке, отладке, опытной проверке и вводу в эксплуатацию комплекса технических средств ИТ.   Участие в разработке инструкций, методических и нормативных материалов связанных с информационным обеспечением (Кодирование сырья, материаолв, готовых изделий, сборочных единиц и др.)   ","   Знание блока программ 1С Предприятие 8.3;   Знание блока программ 1С Бухгалтерия ОРП;   Знание Simantic MDM, Windchill 9.1, ADEM CAPP-CAM;   Опыт работы на руководящих должностях от 5-ти лет с численностью руководимых подразделений не менее 30-ти человек.   ",   Оформление в соответствии с ТК РФ.   Социальный пакет: дополнительное медицинское страхование; выплаты за выслугу лет; доплату к ежегодному основному оплачиваемому отпуску;   дополнительное пенсионное обеспечение;   корпоративный детский сад;   собственные базы отдыха в Подмосковье и на берегу Черного моря;   бесплатное медицинское обслуживание в поликлинике рядом с территорией Корпорации.   , 1С: Предприятие 8; 1C: Бухгалтерия; Информационные технологии; Администрирование; Разработка инструкций;,2
977,977,IT Аналитик,Москва,119307.0,124600.0,ВТБ Капитал,2020-10-22T13:05:33+0300,Более 6 лет,Полная занятость,Полный день," VTB Capital’s vision is to become a prominent, profitable and dynamic investment bank within the VTB group, providing structuring &amp; execution expertise and a creative and effective conduit for international investment into Russia and the wider region. ",,,, .NET Framework; Java; C++;,2
978,978,React developer,Санкт-Петербург,,,AVRIO Group Consulting,2020-10-20T11:47:35+0300,От 1 года до 3 лет,Полная занятость,Гибкий график," Наш Клиент, российский IT start-up, разработчик аутсорсинговой площадки, открывает позицию  «React   Developer  »  ","   Разработка приложений по стеку: React/React Native, Styled, TypeScript, SSR, ES6   Участие в code review   Написание unit-тестов   Участие в обсуждениях макетов и бизнес требований   Работа в команде   ","   Высшее техническое образование (желательно)   Знание английского языка на уровне чтения технической документации   Опыт коммерческой разработки веб-приложений (redux-forms, reselect, saga и др.)   Отличное знание JS   Знание RxJS будет плюсом   Знание React Native будет Вашим преимуществом   Знание общепринятых паттернов проектирования приложений, специфики RESTfull, понимание RFC 2616, RFC 7231   Уверенное владение Git и понимание Agile-методологии ведения проектов в Jira, Azure DevOps   Хорошие коммуникативные навыки, ответственность, умение работать самостоятельно и в команде   ",   Высокий уровень заработной платы   Возможность гибкого графика работы   Формат работы – офис в Петербурге + удаленка (обсуждается)   Сильная команда разработки и компетентный менеджмент   Современный стек разработки   Регулярный пересмотр ЗП по итогам ассессмента   Возможности для профессионального развития и роста в компании   ,,2
979,979,React developer,Санкт-Петербург,,,AVRIO Group Consulting,2020-10-20T11:47:39+0300,От 1 года до 3 лет,Полная занятость,Гибкий график," Наш Клиент, российский IT start-up, разработчик аутсорсинговой площадки, открывает позицию  «React   Native Developer  »  ","   Разработка мобильных приложений (верстка и логика)   Разработка по стеку: React Native, Android SDK, iOS UIKit   Участие в code review   Написание unit-тестов   Участие в обсуждениях макетов и бизнес требований   Работа в команде   ","   Высшее техническое образование (желательно)   Знание английского языка на уровне чтения технической документации   Опыт коммерческой разработки мобильных приложений (Android/iOS) на ReactNative от 2х лет   Уверенное знание redux-forms, redux-saga желательно   Знание RxJS будет плюсом   Знание общепринятых паттернов проектирования приложений, специфики RESTfull, понимание RFC 2616, RFC 7231   Уверенное владение Git и понимание Agile-методологии ведения проектов в Jira, Azure DevOps   Хорошие коммуникативные навыки, ответственность, умение работать самостоятельно и в команде   ",   Высокий уровень заработной платы   Возможность гибкого графика работы   Формат работы – офис в Петербурге + удаленка (обсуждается)   Сильная команда разработки и компетентный менеджмент   Современный стек разработки   Регулярный пересмотр ЗП по итогам ассессмента   Возможности для профессионального развития и роста в компании    ,,2
980,980,Project manager,Москва,102990.0,124346.0,R-Style Softlab (Эр-Стайл Софтлаб),2020-10-19T13:04:21+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"   Определение, отслеживание и контроль целей, задач и результатов проекта;   Составление календарного плана проекта, определение ключевых контрольных точек;   Разработка детального бизнес-плана, разработка и контроль бюджета проектов;   Контроль подготовки необходимой документации для внедрения нового проекта;   Оперативное управление распределенной проектной командой;   Планирование и постановка задач для команды проекта, контроль исполнения, подготовка отчетов о ходе проекта (ежедневно, еженедельно, ежемесячно);   Отслеживание планов проектов; соблюдение сроков и бюджета проекта.   ","   Высшее образование;   Опыт работы руководителем проектов/отдела в области IT;   Опыт ведения проектов разработки ПО (формирование и согласование требований, разработка, тестирование, внедрение у заказчика);   Желателен опыт работы в банковской сфере, особенно в сфере дистанционного банковского обслуживания или разработки мобильных приложений;   Навыки ведения переговоров;   Уверенное понимание методологий ведения проектов (Waterfall, PMBoK, Agile/Scrum);   Желательно навыки работы с территориальной распределенной командой;   Желательно понимание предметной области (интернет-клиенты, мобильный банк);   Уверенное понимание методологий ведения проектов (Waterfall, PMBoK, Agile/Scrum)   Знание: MS Office, MS Project (не обязательно SVN, Confluence, TeamTrack);   Умение задавать правильные вопросы, делать выводы, четко излагать свои мысли в устном и письменном виде;   Высокая обучаемость, аналитический склад ума, внимательность, аккуратность, исполнительность, ответственность, организованность и умение работать в команде, коммуникативность, неконфликтность, стрессоустойчивость, добросовестность.   ",   Заработная плата официальная: оклад и достойные премии по результатам работы;   Соблюдение ТК РФ;   Корпоративное обучение;   Добровольное Медицинское Страхование;   Столовая на территории офиса.   Новый современный формат корпоративного питания - микромаркет вкусной и здоровой еды ВКУСВИЛЛ прямо в офисе!   , Управление проектами; MS Project; PMBOK; Agile Project Management; Scrum;,2
981,981,Product manager,Москва,82642.0,136666.0,Интерфакс,2020-10-20T13:12:34+0300,От 1 года до 3 лет,Полная занятость,Полный день, Сейчас к нам в команду нужен Ассистент менеджера по продажам IT продуктов для управления финансовыми рисками. ,,,, B2B Продажи; Телефонные переговоры; Проведение презентаций; Поиск и привлечение клиентов; Холодные звонки;,2
982,982,IT Инженер,Москва,70945.0,83666.0,FM Logistic,2020-10-19T15:47:19+0300,От 3 до 6 лет,Полная занятость,Полный день,   ,,   высшее образование в сфере IT   английский разговорный от intermediate   уверенные знания в области IT инфраструктуры на уровне администрирования:   ,   станция ХЛЕБНИКОВО (D1)   готовность к командировкам по МО 1-2 дня в квартал/ по РФ 1-2 раза в год    , Английский язык; Unix; Администрирование;,2
983,983,IT Специалист,Москва,60000.0,70000.0,МНИТИ,2020-10-19T09:11:45+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,   Разработка эксплуатационной документации по ГОСТ.   Разработка презентационных материалов.   ,   Высшее техническое образование.   Опыт работы в Microsoft Office и т.п.   Знание ГОСТ по документации.   Знания в области ИБ и IT.   Желательное знание технического английского.   ,"   Официальное оформление по ТК.   Дополнительные премии при условии успешной сдачи этапов работ.   График работы 5/2.   Имеется столовая, медпункт.   10 мин. пешком от м. ""Электрозаводская"".   ", Английский язык; MS Office; Ведение документации; Microsoft Access;,2
984,984,IT Директор,Москва,150000.0,,Мастерская разработки - Ветер перемен,2020-10-18T12:45:06+0300,Нет опыта,Полная занятость,Гибкий график, Молодой IT-компании требуется наладить продажи в области кастомной разработки. ,,,     указывать что и как делать никто не будет;       самостоятельная работа;       совместно поставленные планы и цели;       результат = доход.     , Деловое общение; Продажи; Маркетинг;,2
985,985,IT-рекрутер,Москва,71470.0,150781.0,Кадровое агентство Юнити,2020-10-19T10:02:20+0300,От 1 года до 3 лет,Полная занятость,Полный день, Нашим клиентом  ,"   работа с различными вакансиями;   взаимодействие с нанимающими менеджерами по всем возникающим в процессе подбора вопросам (с момента появления вакансии до выхода нового сотрудника на работу);   полный цикл поиска кандидатов: понимание процесса подбора, умение проводить оценку кандидатов, знание методов поиска и различных ресурсов;   взаимодействие с коллегами внутри группы и в других подразделениях по различным вопросам;   командная работа для эффективного закрытия вакансий, предполагающая готовность к совместным действиям, взаимопомощи и обмену опытом.   ","   высшее образование;   опыт работы в профессиональном подборе персонала больше трех лет на позиции рекрутера/старшего консультанта;   опыт подбора персонала в сфере IT;   опыт взаимодействия с заказчиками или нанимающими менеджерами;   самостоятельное закрытие разнопрофильных вакансий;   готовность к разнообразной и напряженной работе;   инициативность, умение расставлять приоритеты и работать в режиме многозадачности;   любовь к людям и профессии, умение работать в команде.   ","   полуудаленный режим работы, свободный график;   ДМС с 1 месяца работы, психотерапевт, массаж в офисе;   разные многочисленные партнёрские программы со скидками;   питание : 500 руб. в день при работе в офисе, либо 4000 в мес., если из дома работаешь;   обучение английскому, различные обучающие программы в изобилии, корпоративный ноутбук, скидки на такси.   ", Подбор персонала; Работа в команде; Обучение и развитие; Урегулирование конфликтов;,2
